place_name,district,state,category,latitude,longitude,tags,activities,best_season,vibe,description,rating,image_url,reviews,Sentiment Score,Sentiment Label
Maithon Dam,Dhanbad,Jharkhand,Dam,23.78587744,86.81149377,"water,reservoir,scenic,nature","sightseeing,photography","Winter,Monsoon",peaceful,"Maithon Dam, located on the Barakar River near Dhanbad, Jharkhand, is a multipurpose project renowned for flood control, hydroelectric power generation, and scenic tourism. Opening Date: 1957 67 m Reservoir: Maithon Lake, covering Hydroelectric Power: Provides renewable electricity. The underground powerhouse minimizes environmental impact while efficiently generating power. Irrigation: Supports downstream agriculture across several districts in Jharkhand and West Bengal.",4.4,https://hblimg.mmtcdn.com/content/hubble/img/ttd_images/mmt/activities/m_Dhanbad_Maithon_dam_2_l_480_640.jpg,"Maithon Dam is a well-developed, family-friendly picnic and boating destination with scenic surroundings and good local food stalls — visitors especially recommend it during the monsoon, when the lake is full.",0.961,Positive
Massanjore Dam,Dumka,Jharkhand,Dam,24.1068544,87.3087555,"water,reservoir,scenic,nature","sightseeing,photography","Winter,Monsoon",peaceful,"Massanjore Dam, also known as Canada Dam or Pearson Dam, is a historic hydropower and irrigation dam on the Mayurakshi River in Dumka district, Jharkhand, India, offering both engineering significance and scenic tourism opportunities. Massanjore Dam is situated near Massanjore village, about The dam lies amidst forested hills, making it a picturesque destination and a popular picnic spot District Dumka. Construction was completed in 1955 with Canadian aid, under the Colombo Plan, and officially inaugurated by Lester B. Pearson, Canada’s Foreign Minister.",4.3,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/50/22/3c/massanjore-dam.jpg?w=900&h=500&s=1,"Massanjore Dam is a scenic, historically significant dam (one of the first hydel projects, built with Canadian assistance) offering boating and popular local snacks — though at least one visitor reported an unofficial parking-fee shakedown by locals.",0.859,Positive
Mayurakshi River,Deoghar,Jharkhand,River,24.0199522,87.4095176,"river,nature,water,scenic","sightseeing,photography,relax",Winter,calm,"The Mayurakshi River, originating from Trikut Hills near Deoghar in Jharkhand, India, flows through both Jharkhand and West Bengal before joining the Hooghly River and plays a crucial role in irrigation, flood management, and local culture. The Mayurakshi River, also known as the Mor River, originates from the Trikut Hills, approximately 16 kilometers from Deoghar town in Jharkhand, at an elevation of around From its source, the river flows southeast through the districts of Deoghar and Dumka and crosses into West Bengal, traversing Birbhum and Murshidabad districts, before merging with the Hooghly River, a major distributary of the Ganges. The river spans approximately 250–265 kilometers. Major towns along its course include Dumka, Suri, Sainthia, Murshidabad, and Bhandirban.",4,https://imgs.search.brave.com/jx4ZquF7pfcdtvpE6EtuE7_JGoJ4ZpIGi_6yOHTZ9sg/rs:fit:860:0:0:0/g:ce/aHR0cHM6Ly9jb250/ZW50LmpkbWFnaWNi/b3guY29tL2NvbXAv/ZGVvZ2hhci1qaGFy/a2hhbmQvZjEvOTk5/OXA2NDMyLjY0MzIu/MTQxMjIzMTY1NjEy/LncyZjEvY2F0YWxv/Z3VlL21heXVyYWtz/aGktcml2ZXItYi1k/ZW9naGFyLWhvLWRl/b2doYXItamhhcmto/YW5kLXRvdXJpc3Qt/YXR0cmFjdGlvbi0x/cnpuaXVlLmpwZz93/PTM4NDAmcT03NQ,"The Mayurakshi River flows close to the revered Baidyanath temple and hosts the Shravani Mela pilgrimage each monsoon; visitors enjoy the natural scenery, riverside temples and local dairy sweets, though there isn't much active to do beyond sightseeing.",0.929,Positive
Megaliths of Hazaribagh,Hazaribagh,Jharkhand,Archaeological,23.87586274,85.23479587,"history,heritage,ancient,archaeology,culture","explore,learning,photography",Winter,historical,"The megaliths of Hazaribagh are ancient stone structures dating back around 3000–3500 years, serving as burial monuments, commemorative markers, and prehistoric astronomical observatories. Hazaribagh in Jharkhand hosts the Punkri Barwadih megalith site, one of the region's most renowned prehistoric sites, believed to date to 3000 BCE Jharkhand State Portal. These megaliths reflect a living stone tradition connected to tribal communities such as the Mundas, Hos, Asurs, and Oraons InsightsIAS. While historically megaliths functioned as burial sites and memorials, many also served as astronomical observatories, aligning with solar events like equinoxes and solstice. Some structures are still part of contemporary ritual practices, showing continuity of cultural significance across centuries.",4,https://jharkhandinc.com/wp-content/uploads/2026/03/Hazaribaghs-Ancient-Stones-and-a-Forgotten-Sky.jpeg,"Reviews for this listing mostly describe a forested picnic/wildlife area rather than the megalithic archaeological site specifically, so treat this summary with some caution. Visitors describe a decent family picnic spot, though the approach road is rough and wildlife sightings aren't guaranteed.",0.75,Positive
Nakshatra Van,Ranchi,Jharkhand,Park,23.38126325,85.32076094,"nature,greenery","walking,picnic,relax,photography","Winter,Spring",family-friendly,"Nakshatra Van in Ranchi, Jharkhand, is a distinctive botanical park that merges astrology, botany, and traditional Indian medicine, offering visitors a serene and educational experience. Nakshatra Van is a themed park created by the Jharkhand Forest Department, located in front of the Jharkhand Raj Bhawan (Governor’s Residence) in Ranchi. Spread over 7.5 acres, the park intricately connects 27 Nakshatras (lunar mansions) with specific trees, each chosen for medicinal, social, aesthetic, or economic value. The park also integrates the Rashi Van (Zodiac Garden) and Navgraha Van (Nine Planets Garden), showcasing the connection between planetary positions, astrology, and plant life Jharkhand State Portal. The foundation stone of Nakshatra Van was laid on 15 November 2002 by the Social Forestry Division, Ranchi, in consultation with experts from the Indian Institute of Astrophysics and Indian Institute of Science, Bangalore.",3.9,https://imgs.search.brave.com/QD0cCacwMEDRYKphuNv_8wZUCRJic9lJnnAgUdD8-IY/rs:fit:500:0:1:0/g:ce/aHR0cHM6Ly9oYmxp/bWcubW10Y2RuLmNv/bS9jb250ZW50L2h1/YmJsZS9pbWcvcmFu/Y2hpL21tdC9hY3Rp/dml0aWVzL21fYWN0/aXZpdGllc19yYW5j/aGlfbmFrc2hhdHJh/X3Zhbl9sXzI2M180/NjcuanBn,"Hundru Falls is a striking 320-ft waterfall on the Subarnarekha river with a popular zipline option, a scenic approach road, and snack stalls along the descent path.",0.962,Positive
Naulakha Mandir,Deoghar,Jharkhand,Temple,24.47741742,86.7079077,"religious,spiritual,heritage","worship,sightseeing",All Season,peaceful,"Naulakha Mandir is a stunning Hindu temple in Deoghar, dedicated to Lord Krishna and Radha, known for its architectural beauty and spiritual significance. The temple was commissioned in 1940 by Rani Charushila Devi, a queen from the Pathuriya Ghat royal family of Kolkata. She donated nine lakh rupees for its construction, giving rise to the name ""Naulakha Mandir"" (""Nau"" = nine, ""Lakh"" = 100,000 rupees). Rani Charushila built the temple under the guidance of Saint Balananda Brahmachari after losing her husband and son, seeking peace and spiritual fulfillment. The project was supervised by Shri Kali Das Ram, a noted engineer from West Bengal and disciple of the saint.",4.1,https://d3sftlgbtusmnv.cloudfront.net/blog/wp-content/uploads/2024/11/Naulakha-Mandir.jpg,"Naulakha Mandir is a historic, architecturally striking Krishna-Radha temple near Baidyanath Dham, built in 1940 by Queen Charusila Devi — worth a visit, though several reviewers feel the surrounding grounds and approach road are poorly maintained for a site of its importance.",0.758,Mixed
Netarhat Hills,Netarhat,Jharkhand,Hill,23.4835,84.260834,"hills,scenic,nature","trekking,sightseeing,photography",Winter,peaceful,"Netarhat, known as the ""Queen of Chotanagpur,"" is a serene hill station in Jharkhand famous for its hills, dense forests, waterfalls, and spectacular sunrise and sunset views. Netarhat is located in the Latehar district of Jharkhand at an elevation of approximately 1, The plateau spans around The area is dotted with hilly springs and waterfalls, offering peaceful and pristine surroundings (. The climate is cool relative to surrounding plains, with peak visiting months being.",4.6,https://upload.wikimedia.org/wikipedia/commons/c/ce/Pine_trees_of_Netarhat_Hill_station.jpg,No review text was available for this Hill in the source data.,,N/A (source reviews are about a different location)
Pahari Mandir,Ranchi,Jharkhand,Temple,23.3754975,85.31072854,"religious,spiritual,heritage","worship,sightseeing",All Season,peaceful,"Pahari Mandir is a historic hilltop Shiva temple in Ranchi, Jharkhand, perched 2,140 feet above sea level, combining spiritual devotion, scenic beauty, and patriotic significance. Pahari Mandir, also called Pahari Baba Mandir, is a 15th-century Hindu temple dedicated to Lord Shiva, located atop Richi Buru hill in the heart of Ranchi. The temple is worshiped in the form of a Shiva Linga, believed to be Swayambhu (self-manifested), and is a major center of devotion during Shravan month (July–August) and Maha Shivaratri ( ). During British rule, the hill was used for the execution of Indian freedom fighters and was known as Phansi Tongri or Hanging Garry. Post-independence, the temple became distinctive for hoisting the Indian national flag (tricolor) for the first time in Ranchi, carried out by K.C.",4.6,https://cdn.s3waas.gov.in/s32b8a61594b1f4c4db0902a8a395ced93/uploads/2022/06/2022060636.jpg,"Nakshatra Van is a pleasant picnic spot with an attractive fountain and a good variety of birds in a calm, green setting. One of the four scraped reviews was an unrelated product review and was excluded.",0.494,Positive
Panchet Dam,Dhanbad,Jharkhand,Dam,23.6810104,86.7472888,"water,reservoir,scenic,nature","sightseeing,photography","Winter,Monsoon",peaceful,"Panchet Dam is a major multi-purpose dam across the Damodar River in Jharkhand, India, built for flood control, irrigation, and hydroelectric power, and now also serves as a popular scenic and picnic destination. Panchet Dam is located in Dhanbad district, Jharkhand, on the northern bank of the Damodar River, forming the border with Purulia district in West Bengal. The reservoir is situated just above the confluence of the Barakar and Damodar Rivers. Panchet Hill rises above the dam, offering panoramic views of the area.",4,https://imgs.search.brave.com/4dXM_-3AjuW3eAOM-iCP0K0HjLa56BvZ4mhnr-Cz0ow/rs:fit:500:0:1:0/g:ce/aHR0cHM6Ly91cGxv/YWQud2lraW1lZGlh/Lm9yZy93aWtpcGVk/aWEvY29tbW9ucy85/LzkyL1BhbmNoZXRf/ZGFtX3N1bW1lcnMu/anBn,"Panchet Dam offers peaceful sunset views and a quieter, less-developed alternative to nearby Maithon Dam, with a DVC guesthouse available for overnight stays.",0.494,Positive
Panchghagh Falls,Khunti,Jharkhand,Waterfall,22.94538469,85.25663288,"nature,waterfall,photography,scenic","sightseeing,picnic,photography","Monsoon,Winter",adventurous,"Panchghagh Falls is a stunning cluster of five waterfalls located near Khunti in Jharkhand, India, offering a safe and picturesque destination perfect for family picnics and nature lovers. Panchghagh Falls is situated in the Khunti district, at coordinates 22°56′41″N 85°15′17″E. The falls are formed by the Banai River, which splits into five distinct cascades over rocky terrain, creating unique streams that gurgle and swirl over the rocks. The surrounding area features hills, forests, and gentle slopes, covering elevations mostly between 500– The terrain is rocky, sandy, and red loam upland, with paddy fields in depressions.",4.2,https://upload.wikimedia.org/wikipedia/commons/8/8d/Panchghagh_falls.jpg,"Jubilee Lake is an attractive lake with colorful night lighting near a laser auditorium and zoo, popular for photography — cleanliness was a past issue but reportedly improved after the adjacent zoo opened.",0.052,Neutral
Parasnath Temple,Giridih,Jharkhand,Temple,23.99681295,86.13699561,"religious,spiritual,heritage","worship,sightseeing",All Season,peaceful,"Parasnath Temple, atop the Parasnath Hills in Jharkhand, is among the holiest Jain pilgrimage sites where 20 of the 24 Tirthankaras, including Parshvanatha, attained moksha. Parasnath Temple is located in the Giridih district of Jharkhand, on Parasnath Hill (also known as Shikharji or Sammed Shikhar), the highest peak in the state. The hill is part of the Parasnath Range, situated at the eastern end of the Chota Nagpur Plateau. The settlement at the base is called Madhuban, from where pilgrims begin their ascent, which is approximately 9– Parasnath Hill is celebrated as the place where Parshvanatha, the 23rd Jain Tirthankara, attained moksha in 772 BCE.",4.6,https://images.trvl-media.com/place/553248635974899511/f7a1deb6-aa4c-487e-981f-11577751826a.jpg,"Parasnath is one of the most sacred Jain pilgrimage sites in India (22 of 24 tirthankaras are believed to have attained moksha here), offering an extensive, scenic trek to hilltop temples — though a few non-Jain visitors reported feeling unwelcome, and food quality drew mixed reviews.",0.511,Positive
Patratu Dam,Ranchi,Jharkhand,Dam,23.6012535,85.3112785,"water,reservoir,scenic,nature","sightseeing,photography","Winter,Monsoon",peaceful,"Patratu Dam, located near Ramgarh in Jharkhand, is a picturesque reservoir built across the Nalkari River, serving both as a water supply for the Patratu Thermal Power Station and a popular tourist destination. Elevation: Storage Capacity: 81 square miles. Nearby Landmark: Panchawahini Temple, an ancient temple of religious significance.",4.2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/65/48/57/reservoir.jpg?w=1200&h=-1&s=1,No review text was available for this Dam in the source data.,0.202,Mixed
Rajrappa Temple,Hazaribagh,Jharkhand,Temple,23.6320271,85.7105362,"religious,spiritual,heritage","worship,sightseeing",All Season,peaceful,"Rajrappa Temple is an ancient and powerful Hindu pilgrimage site in Jharkhand, dedicated to Goddess Chhinnamasta, a fierce form of Shakti, set amidst scenic rivers and waterfalls. Rajrappa Temple, also known as Chhinnamasta Temple, is located in the Ramgarh district of Jharkhand, at the confluence of the Damodar and Bhairavi (Bhera) rivers. The site is renowned for its spiritual intensity, Tantric traditions, and distinctive architecture. The main deity is Goddess Chhinnamasta, depicted as headless, standing on a lotus bed over Kamdev and Rati, with three streams of blood symbolizing life-force, transformation, and spiritual empowerment. The temple is considered over 6,000 years old and is recognized as one of the 51 Shakti Peethas, making it a significant center of Shakti worship.",4.3,https://indiano.travel/wp-content/uploads/2022/05/Rajrappa-Mandir-1.jpg,"Rajrappa (Chinnamasta) Temple is best visited on a weekday afternoon for a peaceful, low-pressure experience — weekend queues can top 800 people and take over two hours, and some visitors report corrupt behavior from staff.",0.888,Positive
Sadni Falls,Gumla,Jharkhand,Waterfall,23.3012557,84.2020082,"nature,waterfall,photography,scenic","sightseeing,picnic,photography","Monsoon,Winter",adventurous,"Sadni Falls, also called Sadnighagh Falls, is located near Rajadera village in the Gumla district of Jharkhand. It is a picturesque 200 ft snake-type waterfall in Jharkhand, India, known for its natural beauty, historical diamond mining, and lush forest surroundings. It lies on the Sankh River and is surrounded by dense forests and hillocks, offering a serene natural environment. Additionally, Sadni Falls was a hub of diamond mining during the 16th and 17th centuries, producing some large and fine diamonds.",4.2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/70/ac/a9/sajni-falls.jpg?w=1200&h=1200&s=1,Sadni Falls (Gumla) is a multi-stage waterfall with a scenic access road and a nearby dam for boating; water flow is much reduced outside monsoon season. Two of the four scraped reviews were actually about an unrelated waterfall in Karnataka and were excluded from this summary.,0.052,Neutral
Sanskriti Museum and Art Gallery,Hazaribagh,Jharkhand,Museum,24.00970407,85.37869941,"history,culture,heritage,education","learning,sightseeing",All Season,educational,"Sanskriti Museum and Art Gallery in Hazaribagh, Jharkhand, showcases prehistoric artifacts, tribal art, and the rich cultural heritage of the region, making it a key destination for history and art enthusiasts. It is situated on a 3-acre campus, previously the Tea Garden District Labour Association building, surrounded by a grove of trees. The museum aims to preserve and promote the archaeology, tribal culture, and local arts of Jharkhand. The museum consists of three major galleries: Archaeological Gallery: Displays Palaeolithic to Neolithic stone tools, microliths, and bronze to Iron Age artifacts, including potteries and Buddhist antiquities from the Hazaribagh region. Ethnological Gallery: Dedicated to tribals such as Birhors, Santhals, and Oraons, featuring monographs on their folklore, songs, ethnobotany, and lifestyle.",4.1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ab/3a/18/photo1jpg.jpg?w=1200&h=-1&s=1,"Sanskriti Museum offers an intimate, often personally-guided experience (sometimes by founder Bulu Imam himself) through a rich, three-generation collection of tribal Adivasi art in peaceful surroundings.",0.936,Positive
Shivganga,Deoghar,Jharkhand,Religious,24.4953694,86.7029404,"religious,spiritual,culture","worship,sightseeing",All Season,spiritual,"Shivganga is a sacred pond near the Baba Baidyanath Temple in Deoghar, Jharkhand, revered for its religious significance and spiritual heritage. Shivganga is a holy pond located just about It is believed that the pond was created by Lord Shiva himself, who struck the earth with his fist to obtain water for purification after his ablutions. Another legend credits Ravana with the creation of the pond, where a blow from his fist produced the water stream forming the sacred Kund. The devotees collect water from Shivganga to offer at the Baidyanath Temple, as it is considered blessed by Lord Shiva.",4,https://www.nativeplanet.com/photos/929x523x90/2019/01/photo-92-150337-1.jpg,No review text was available for this Religious in the source data.,,N/A (no review data)
Sita Falls,Ranchi,Jharkhand,Waterfall,23.3419625,85.6438997,"nature,waterfall,photography,scenic","sightseeing,picnic,photography","Monsoon,Winter",adventurous,"Sita Falls is a stunning waterfall located in Ranchi district, Jharkhand, known for its natural beauty, serene surroundings, and trekking experiences. The waterfall forms a natural pool at the base, ideal for relaxation and cooling off. Mist from the falls adds to the tranquil atmosphere. Trekking enthusiasts can hike over boulders and cross streams to reach the base of the falls, with a short but exhilarating trail suitable for able-bodied visitors, though it may be challenging for children and the elderly.",4.2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/c8/a4/17/sita-falls.jpg?w=1200&h=-1&s=1,"Dassam Falls is an impressive 144-ft, ten-stream waterfall with safe, railed staircase access and a clean, well-managed site — a standout among Ranchi's waterfalls, though not wheelchair accessible.",,N/A (source reviews are about a different location)
State Museum Hotwar,Ranchi,Jharkhand,Museum,23.38355625,85.38543561,"history,culture,heritage,education","learning,sightseeing",All Season,educational,"State Museum Hotwar in Ranchi is a premier cultural museum celebrating the art, history, and heritage of Jharkhand with 10 diverse galleries and rich exhibits. State Museum Hotwar, also known as Ranchi Museum previously, is located within the Khelgaon Mega Sports Complex in Hotwar, Ranchi, Jharkhand, India. It was inaugurated on 10 September 2009 by the then Vice President of India, Mohammad Hamid Ansari, to preserve and showcase the archaeological, historical, and cultural heritage of the state. The current secretary of the museum is Vandana Dadel. The original museum, Ranchi Museum, was established in 1974 on the premises of the Tribal Research Institute at Morabadi, Ranchi.",4.1,https://imgs.search.brave.com/GxqrgnF2Ay2WNTApGeR0QZjRAqcZFbXDMPv03POrH6U/rs:fit:500:0:1:0/g:ce/aHR0cHM6Ly93d3cu/am9vbnNxdWFyZS5j/b20vdXNlcm1hbmFn/ZS9pbWFnZS9idXNp/bmVzcy9zdGF0ZS1t/dXNldW0taG90d2Fy/LXJhbmNoaS01ODYx/Ni9zdGF0ZS1tdXNl/dW0taG90d2FyLXJh/bmNoaS1zdGF0ZS1t/dXNldW0taG90d2Fy/LTAzLmpwZw,No review text was available for this Museum in the source data.,,N/A (source reviews are about a different location)
Tata Steel Zoological Park,Jamshedpur,Jharkhand,Park,22.8173508,86.19483762,"nature,greenery","walking,picnic,relax,photography","Winter,Spring",family-friendly,"Tata Steel Zoological Park in Jamshedpur, Jharkhand, is a well-maintained urban zoo offering a diverse range of wildlife, conservation programs, and recreational activities for families and nature enthusiasts. Group bookings and school trips have discounts. Separate charges apply for boating and safari rides Zoo Safari: Small safari to observe herbivores and other animals in a dedicated area Boating: Available on Jayanti Sarovar (Jubilee Lake) with paddle and rowboats for scenic and relaxing experiences Bird Watching & Photography: Aviaries and open spaces host colorful bird species ideal for enthusiasts Educational Programs: Conservation awareness campaigns, workshops, and school programs Visitor Amenities: Shaded walking paths, seating areas, drinking water, restrooms, battery-operated vehicles for mobility, and ample secure parking Onsite cafeteria and nearby food stalls and restaurants in Sakchi, Bistupur, and Sonari Recent upgrades include remodeled enclosures for leopards, striped hyenas, blackbuck, and nilgai; new veterinary facilities; improved boundary walls and visitor access points. Completion of renovation projects is expected by 2025.",4.3,https://imgs.search.brave.com/ZwKLFBGXmZoYCr8bhrybDpAvaO3hnboCDHw8GdQhqvQ/rs:fit:860:0:0:0/g:ce/aHR0cHM6Ly9zN2Fw/MS5zY2VuZTcuY29t/L2lzL2ltYWdlL2lu/Y3JlZGlibGVpbmRp/YS90YXRhLXN0ZWVs/LXpvb2xvZ2ljYWwt/cGFyay1qYW1zaGVk/cHVyLWpoYXJraGFu/ZC0xLWF0dHItaGVy/bz9xbHQ9ODImdHM9/MTc0MjE3MjAxMjg1/MA,"Jubilee Park is a well-maintained, scenic park with gardens, a pond, and hill views, often compared favorably to some of India's top public gardens — a strong pick for family outings.",0.919,Positive
Tenughat Dam,Bokaro,Jharkhand,Dam,23.7257956,85.83604727,"water,reservoir,scenic,nature","sightseeing,photography","Winter,Monsoon",peaceful,"Tenughat Dam is a major earthfill dam built across the Damodar River in Bokaro district, Jharkhand, serving as a primary water source for industries, irrigation, and drinking supply in the region. Constructed in the early 1970s and commissioned in the early 1980s, it forms the expansive Tenughat Reservoir and supplies water to the Bokaro Steel Plant via a long canal. Beyond its industrial significance, the dam is a popular destination known for its scenic reservoir, lush green surroundings, and tranquil environment.",3.9,https://pbs.twimg.com/media/EN-rHvFUYAAglbJ.jpg,No review text was available for this Dam in the source data.,,N/A (no review data)
Tilaiya Dam,Kodarma,Jharkhand,Dam,24.3243217,85.5209653,"water,reservoir,scenic,nature","sightseeing,photography","Winter,Monsoon",peaceful,"Tilaiya Dam, located in Koderma district, Jharkhand, is a historic multipurpose dam built on the Barakar River, offering flood control, hydroelectric power, and scenic recreational opportunities. Inauguration: 21 February 1953 Constructed by: Damodar Valley Corporation (DVC), India’s first multipurpose river valley project of independent India 28 metres (99.3 ft) 08 sq km with a total capacity of.",4,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/TILAIYA_DAMM.jpg/500px-TILAIYA_DAMM.jpg,"Tata Steel Zoological Park is well-maintained with a good variety of animals and popular for family visits with children, though visitor access reportedly changed to a less safe route along a highway instead of a former internal path.",,N/A (source reviews are about a different location)
Topchanchi Lake,Dhanbad,Jharkhand,Lake,23.920151,86.180218,"lake,nature,water,scenic","boating,picnic,photography,sightseeing",Winter,peaceful,"Topchanchi Lake is a serene artificial lake in Dhanbad, Jharkhand, surrounded by lush greenery and hills, offering a blend of natural beauty, wildlife, and recreational opportunities. Topchanchi Lake is an artificial reservoir created by damming a stream to supply water to Dhanbad and its suburban areas. The lake covers an expanse of 214 acres including the wildlife sanctuary and was originally constructed in 1915 or 1924 during British India, depending on historical sources. The lake is maintained by the Coal Mining Area Development Authority and serves as a scenic and tranquil retreat for tourists, nature lovers, and picnic-goers. Topchanchi Lake is surrounded by green hillocks, forests, and views of the Parasnath Hills, making it a natural paradise for relaxation and photography.",4.4,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/66/88/c4/fotor-150285430797954.jpg?w=900&h=500&s=1,No review text was available for this Lake in the source data.,,N/A (source reviews are about a different location)
Tribal Research Institute and Museum,Ranchi,Jharkhand,Museum,23.39422848,85.33324553,"history,culture,heritage,education","learning,sightseeing",All Season,educational,"The Tribal Research Institute and Museum in Ranchi, Jharkhand, preserves and showcases the rich cultural heritage, lifestyle, and artifacts of Jharkhand’s indigenous tribes. The Tribal Research Institute and Museum—also associated with the Dr. Ram Dayal Munda Tribal Welfare Research Institute—is located at Hill Heart Apartment, Morabadi Road, Ranchi, Jharkhand, 834008. Established originally in 1953 as a research and training institute, the museum serves as a cultural and educational hub for the study and preservation of Scheduled Tribes in Jharkhand. The institute focuses on research, training, evaluation, and publications on tribal issues, while the museum preserves tribal art, culture, and everyday objects.",4,https://imgs.search.brave.com/PPk1mK3v_k1Wz4Ivp1_22MSx9E0IKmMTgAR59SABy_k/rs:fit:860:0:0:0/g:ce/aHR0cHM6Ly9jb250/ZW50LmpkbWFnaWNi/b3guY29tL2NvbXAv/cmFuY2hpL3I5LzA2/NTFweDY1MS54NjUx/LjE0MTIyNjE0MzMw/OC53OHI5L2NhdGFs/b2d1ZS90cmliYWwt/cmVzZWFyY2gtaW5z/dGl0dXRlLWFuZC1t/dXNldW0tcmFuY2hp/LWdwby1yYW5jaGkt/dG91cmlzdC1hdHRy/YWN0aW9uLTNubXdm/dWwucG5nP3c9Mzg0/MCZxPTc1,No review text was available for this Museum in the source data.,,N/A (source reviews are about a different location)
Trikuta Hills,Jamshedpur,Jharkhand,Hill,24.49820462,86.83660208,"hills,scenic,nature","trekking,sightseeing,photography",Winter,peaceful,"Trikuta Hills, also called Trikut Hill, are a sacred three-peaked hill near Deoghar, Jharkhand, renowned for their spiritual, natural, and adventure attractions. Elevation: Highest peak reaches 2,470 feet ( Rivers: Origin of the Mayurakshi River, which flows through Jharkhand and West Bengal into the Hooghly River. The hill consists of three peaks, symbolically associated with the Hindu gods Brahma, Vishnu, and Mahesh (Shiva). Trikut Hill holds deep religious importance in Hinduism, particularly tied to the Ramayana.",4,https://imgs.search.brave.com/xVYa-MAFiQirRv620jbmIPs3_NjdL1PKBepbMtSp-HM/rs:fit:860:0:0:0/g:ce/aHR0cHM6Ly9pMC53/cC5jb20vYW5nZGVz/aC5jb20vd3AtY29u/dGVudC91cGxvYWRz/LzIwMjIvMDIvdHJp/a3V0YS1wYXJ2YXRh/LWRlb2doYXIuanBn/P3c9NzQ1,No review text was available for this Hill in the source data.,,N/A (source reviews are about a different location)
Usri Falls,Giridih,Jharkhand,Waterfall,24.0966563,86.3708746,"nature,waterfall,photography,scenic","sightseeing,picnic,photography","Monsoon,Winter",adventurous,"Usri Falls is a scenic waterfall in Giridih, Jharkhand, where the Usri River plunges approximately 39 feet in three streams amid dense forests, offering a peaceful and photogenic location for nature lovers and picnickers. Water cascades in three separate streams, creating a segmented waterfall approximately 100 feet wide, with polished stone surfaces and a dense forest backdrop.",4.1,https://upload.wikimedia.org/wikipedia/commons/3/33/Ushri_falls.JPG,"Usri Falls is a scenic waterfall with a pleasant drive from Giridih/Dhanbad and free entry, though litter and poorly maintained viewing structures are a recurring complaint.",0.891,Positive
